name,city,city_slug,region,country,michelin_award,price,cuisines,telephone,url,description
鹿园 (浦东新区),Shanghai,shanghai,Shanghai Municipality,中国大陆地区,ONE_STAR,优质的,江浙菜,+86 21 5877 5707,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/moose-pudong,位于大型购物中心内，路线较大众化，除了各式淮扬菜式，亦有少量川辣食品选择。多款手工菜式值得品尝，如金牌扣肉和手剥凤尾河虾仁。前者将肥瘦适中的猪肉堆叠成塔，搭配炆煮入味的笋干，教人回味。菜单中不乏时令菜式和海鲜，由厨师团队建议的做法烹调，可提前与服务员沟通。
鹿园 (长宁),Shanghai,shanghai,Shanghai Municipality,中国大陆地区,ONE_STAR,优质的,江浙菜,+86 21 6205 5058,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/moose-changning,坐落于百岁洋房中，设有主餐室、包厢和宴会场地。装潢采用欧洲风格，配以古董家具和油画，环境舒适高雅。菜单以北京烤鸭和本帮江浙菜为卖点，同时设季节性菜单。狮子头为招牌菜之一，厨师会根据时令变化，按季提供鮰鱼燕窝狮子头或汤炖蟹粉狮子头等版本。红汤拆烩大鱼头等手工淮扬菜须提前预订。
万泰兴,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,负担得起的,面食,+86 512 6529 3336,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/wan-tai-xing,早于1931年创立的面摊，至2018年重新开业，现坐落在青砖黛瓦的两层小楼，设有迎客厅堂，环境有别于常见的面馆。提供经典的苏式面，浇头多达数十种，大部分是现点现炒。推荐三虾面，鲜味浓郁的虾籽，挂在坚挺弹牙的面条上，虾仁弹润香滑，加上虾脑增添腴盈口感，多种层次的鲜味在口中绽放。
会老堂宰相府私房菜,Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,Selected,优质的,江苏菜,+86 512 6628 7971,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/hui-lao-tang,这座古宅是明代大学士王鏊的故里，承载近五百年历史，面朝如诗如画的太湖风光。菜式随着季节变化，春天尝春菜，秋季享螃蟹，每道时令食材都能成为餐桌上的佳肴。推荐东山白切羊肉，虽调味简单但尽显羊肉的鲜香软嫩，令人回味。姑苏双味虾选用太湖白虾，清炒、油爆各具风味。必须提前与店家沟通菜品。
伟记奥面馆 (白塔东路),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,负担得起的,面食,+86 189 6365 3802,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/wei-ji-ao-mian-guan-east-baita-road,开业逾廿年，店面保持干净整洁，祥云纹红色花灯和木造餐桌令环境增添古意。顾名思义，餐厅主打奥灶面，客人可自订汤量、油量、面条熟度等，也可以选择单浇头和双浇头，其中多为炆肉、爆鳝等经典且家常的款式，全是简单质朴的好味道。尤其推荐奥香爆鳝面，红汤底馥郁香甜，鳝段煮至酥烂，值得一试。
半庭嘉宴 (苏州工业园区),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,中档,江苏菜,+86 512 6285 9009,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/ban-ting-jia-yan-suzhou-industrial-park,餐厅坐拥金鸡湖美景，小舞台每晚上演评弹或昆曲，让人品尝美食的同时感受苏式文化魅力。虾籽脆鳞白鱼鲜香诱人，选用新鲜本地大白鱼，肉质细嫩，白鱼鳞炸至酥脆，层次丰富，以近一米长的大盘上桌，颇为壮观，适合多人共享。鸡头米老苏州糖粥甜糯香滑，方糕带红枣与坚果的香气，都是令人回味的传统甜点。
华池88,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,中档,江苏菜,+86 512 6983 1096,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/hua-chi-88,主厨入行30多年，专注于江苏菜式，并善用本地食材入馔，确保供应新鲜。招牌菜醉江南炆牛肉口感软嫩，裹上甜而不腻的酱汁，十分美味。店家自制的苏州松糕，外层松软、甜度适中，为本地特色甜点。除了单点，也可以提前订制特色菜单，享用怀旧手工菜式。开放式厨房设于大厅中间，让客人直观烹饪过程。
同得兴 (嘉余坊),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,负担得起的,面食,+86 512 6511 3808,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/tong-de-xing-jiayu-fang,室内借鉴苏式园林的设计元素，作为传统苏式面馆，这里的面底和浇头都讲究时令。招牌枫镇大肉面仅于5至10月期间供应，在白汤里加入店家自制的酒糟，味道醇厚香甜。冬季则推荐红汤炆肉面，建议外加软嫩可口的炒松蕈。除了面食，苏式点心也招人喜欢，其中的桂花冰糖鸡头米软糯香甜，同样限时限量提供。
哑巴生煎 (温家岸),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,负担得起的,点心,+86 186 2619 2099,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/ya-ba-sheng-jian-wenjia-an,这家生煎店的手艺已传承三代，火候拿捏到位，包子的底部煎得焦香酥脆，包身柔软，只要轻轻咬开面皮，就能尝到鲜美的汤汁。尤其是招牌生煎，猪肉馅软嫩多汁，且带有葱姜和芝麻的风味。净素生煎用马兰头和香干制作，清香四溢，与甜点桂花糖芋圆一样值得一试。店面楼高两层，由于广受欢迎，需要排队及拼桌。
姑苏桥 (第一天门),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,负担得起的,面食,+86 512 6601 6667,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/gu-su-qiao-diyi-tianmen,面馆带有融合江南庭院风格的屋檐，室内搭配中式字画，布局十分雅致。菜单罗列近五十种苏式冷热浇头，当中不乏创新风味，同时提供包括一碗面食和几样特色小菜的套餐。精品四味碟以卤鸭、羊肉冻、酥腰果、酱萝卜等小菜组成，并按时令转换，推荐一尝。若在蟹季到访，不妨来一碗热腾腾的秃黄油拌面，十分鲜美。
平江颂,Suzhou,suzhou_1031079,Jiang-Su,中国内地,ONE_STAR,奢华,江苏菜,+86 512 6610 9077,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/pingjiangsong,前身是一座五进古宅，体现苏州传统建筑的精致，并将园林美学融汇其中。餐厅坚守不时不食的原则，既保留传统苏帮菜的精髓，同时结合现代手法。糟溏心富贵虾鱼子酱以江南糟卤为底味，鲜甜弹牙的虾肉中间酿入如琥珀般金黄诱人的虾膏，层次丰富。鸭汤火腿苏芡味道鲜美，搭配软糯的鸡头米，令人回味。
悦山房 (虎丘),Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,Selected,优质的,粤菜,+86 512 6818 1777,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/chai-court,除了主厨，厨师团队也大多来自广东，深谙粤菜烹制技巧，擅长在传统菜式加入创意元素，借此诠释东方饮食文化。菜单提供烧味、小炒等，并因应季节推出时令汤品。脆皮玻璃乳鸽外皮香脆，肉质细嫩多汁，配合炸至金黄色的姜丝一起食用，别有风味，建议提前预留。大厅环境舒适，另设独立包间，适合宴请。
悦食东方 (旺墩路）,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,潮州菜,+86 512 6873 0092,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/chao-27,主厨作为地道潮州人，对家乡食材了解透彻，以传统烹调方式，制作具代表性的潮州美食，例如咸柠檬水鸭汤、青橄榄炖螺头等汤品，便运用潮州特色食材烹制。去骨鹅掌取自养殖36个月的澄海老鹅，其口感爽弹，胶质丰富，带卤水酱香，十分推荐。餐厅位处顶楼，从玻璃窗可饱览金鸡湖景，不妨到露台享用美酒和工夫茶。
悦食东方 (星港街),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,潮州菜,+86 512 6988 3118,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/oriental-chao,菜肴融合传统与现代风味，呈现别具一格的潮州美食。店内设有明档厨房和海鲜池，提供从广东空运而来的海鲜。角瓜煮潮州双丸汤汁鲜美，角瓜的清甜与鱼丸、牛肉丸的弹牙口感相得益彰。榄仁沙琪玛是必选甜点，蛋香浓郁，质地松软。餐厅选址便利，加上菜品出色，故经常客满，建议提前订位。<br>
戈家坞农家乐,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 137 7612 9359,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/ge-jia-wu-farmer-s-house,坐落于虎丘区树山生态村，依山傍水，景色怡人。十余年来坚持制作传统苏帮菜，其地道风味深受本地食客青睐。推荐经典菜式蚌肉金花菜，只选取金花菜幼嫩部位，清香沁人。苏式爊鹅以包含十六味香料的老卤浸制，肥嫩鲜美，甘香入骨。饭后可漫步至附近的竹海栈道，若驾车前来，建议提前确认停车位。
扬州宴 · 趣园,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,淮扬菜,+86 512 6958 5877,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/yangzhou-yan-qu-yuan,结合集团旗下两个品牌的特色，同时供应淮扬菜式和点心，给客人呈上传统风味。大厅饰上以竹子为题的玻璃墙灯，布置富有江南特色。手工制作的蟹黄汤包不可不试，即叫即蒸，褶皱均匀细致，内馅是纯蟹粉汤，鲜味十足。早茶时段价格实惠，包间可提前排菜，不妨向店员查询时令隐藏菜式。
拙宴 · 拙面,Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,Selected,中档,江浙菜; 粤菜,+86 512 6615 3588,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/zhuo-yan-zhuo-mian,餐厅名字取自拙政园，老板希望通过店内布置及美食传递苏式文化底蕴。中午只售卖苏式面食，其中以红汤面尤其出色，汤底以大骨和鸡为基底，味道醇厚。晚餐时段提供预约制的融合菜宴席，菜品以江浙菜和苏州本地风味为框架。不妨试试主厨引以为傲的脆皮妙龄乳鸽，玻璃皮薄脆松化，肉质鲜嫩且汁水丰盈。
新聚丰菜馆 (太监弄),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,江苏菜,+86 512 6521 9940,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/xin-jun-feng-cai-guan-taijianlane,餐厅在苏州屹立多年，主要提供传统江苏菜，并按季供应时令菜式。招牌菜糟溜塘鱼片使用新鲜的塘鳢鱼柳，镬气十足，带有浓郁酒香，鱼肉嫩滑具弹性。清炒蟹粉精选当天鲜拆的大闸蟹，现点现炒，鲜亮的颜色令人食指大动，入口啖啖鲜味。室内采用中式装潢，设有包间，大厅不则设订座。
晶采轩,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,粤菜,+86 512 6698 1777,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/exquisite-bocuse-1216500,装潢时尚舒适，陈设大型艺术装置，大部分的包间享有美丽湖景。主要供应粤菜，同时加入融合江浙风味的特色之作。当中推荐秘制红烧牛尾煲，牛尾焖煮得绵细软烂，芳浓入味。此外，白切鸡的味道香浓，肥瘦比例恰到好处，且带着走地鸡的独有嚼劲，也值得一试。
玲玲酒家,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 198 5291 3591,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/ling-ling-jiu-jia,位于藏书镇的一幢白色小楼内，主打传统苏帮菜。选材讲究，采用自家和周边农田的蔬菜，以及太湖湖鲜，并坚持使用当天鲜货，因此不少菜品需提前预订。招牌松鼠桂鱼造型精美、外酥内嫩，酸甜酱汁与鲜美的鱼肉相得益彰。虾籽茭白清甜脆嫩，结合虾籽的咸鲜，也是每桌必点。不提供菜单，可请服务员推荐菜品。
班岚,Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,Selected,优质的,闽菜,+86 512 6262 6006,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/ban-lan-huqiu,主厨来自福建，取用大量家乡食材，除了提供多款价格实惠的套餐，也会根据时令推出新菜品。招牌菜为泉州姜母鸭，采用两至三年老姜，将福建番鸭煮至肉质软嫩、姜味浓郁，并设大小分量供选择。芋蓉燕窝花生汤在传统花生汤中加入芋蓉和燕窝，更显细致。餐厅环境舒适，设有大小包间，方便宴客聚餐，还可品尝福建茶。
百盛人家 (吴中),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 512 6563 0111,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/bai-sheng-ren-jia-wuzhong,主打传统苏帮菜，厨师烹调技巧扎实，以新鲜材料呈现实而不华的经典风味，并会不时推出时令菜式。苏式脆鳝现点现做，金黄酥脆，甜甜酸酸，十分下饭。苏式重青焖肉锅饭混合东北五常大米和糯米，口感软糯，焖肉的油脂均匀包裹着米饭，香浓惹味。装潢融入中式古典元素，只提供包间，建议提前订位及排菜。
绣,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,江浙菜,+86 512 6285 8888,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/xiu,室内以苏绣作品结合布置，既符合餐厅主题，同时展现中式风格的韵味。食物以江浙菜为主，亦有少量川菜和粤菜。招牌菜鲜果松鼠桂鱼尽显细致刀工，经去骨、剖花的鱼肉大小平均，炸至酥脆后淋上糖醋汁，酸甜可口。设有独立包间，菜单有别于大厅，会由主厨按照人数及口味亲自设计。
老镇源 (妆桥路),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 512 6373 9177,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/lao-zhen-yuan-zhuangqiao-road,老镇源始创于清末，2016年重新营业，如今坐落在太湖畔的吴溇老街，两层高的小楼充满古韵。主要供应精品苏帮菜，以古法手工菜尤其亮眼。若首次到店，不妨试试其八大招牌，其中的锡昌馄饨采用经过九次压制的草鸡蛋碱水皮，口感爽滑且麦香浓郁。白鱼松入口细腻、鱼味醇鲜，因制作过程繁复，市面并不多见。
老陈家,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 512 6728 8840,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/lao-chen-jia,餐厅位于小巷内，两头石狮子分立门前，引人注目。厨师以新鲜食材呈现传统朴实的风味，加上价格实惠，故开业30年以来，一直广受本地食客喜爱。焖肉素鸡煲原锅呈上，五花肉焖至软嫩，几乎入口即化，素鸡吸满肉香，味道甜而不腻，不妨一试。由于座位有限，而且营业时间较短，建议订座。
苏城家宴 (李公堤路),Suzhou,suzhou_1031079,Jiang-Su,中国内地,Bib Gourmand,中档,江苏菜,+86 512 6287 5088,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/su-cheng-jia-yan-ligongdi-road,位于金鸡湖风景区内，餐厅设有独立包间及户外用餐区，可一边享用美食一边欣赏湖景，实属赏心乐事，但建议提前订座。仅提供单点菜单，包含各种少油少盐的苏州美食，价格实惠。狮子头由鮰鱼和黑猪肉手工揉制，肉质软弹，配合清澈的汤底，入口香醇，是这里的招牌菜之一。
苏面坊,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,中档,面食,+86 512 6285 9998,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/su-mian-fang,苏面坊创立于上世纪三、四十年代，创始人的后代近年给品牌升级，通过更精致的出品和用餐环境，彰显苏式面的价值。餐厅面朝湖景，装修也带着古典风韵。菜单选择丰富，有本地风味的点心小菜、传统苏式面和时令浇头。若于蟹季到访，建议点选秃黄油面，醇厚的油脂封存着蟹黄、蟹膏的鲜香馥郁。
裕面堂 (南新路),Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 512 6870 5018,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/yu-mian-tang,裕面堂的历史相当悠久，创始于清朝光绪二年，后因战事歇业，直到2019年由后人重开。室内挂满江南风情的灯笼，窗边尽收古镇水乡的美景，十分惬意。面条以新疆面粉制作，汤底在传统基础上，加入干货增鲜。夏季的三虾面、冬季的蟹黄面，是这里的两大招牌。前者以弹滑的鲜虾搭配虾籽虾脑，鲜美无比。
西洲轩,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,江苏菜,+86 512 8666 1234,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/xizhou-hall,餐厅设计以苏式园林为灵感，中庭设置优雅的水池造景，室内结合花窗、板画等本地文化元素。主厨来自扬州，菜单除了淮扬菜，也有苏州特色菜肴以及烤鸭系列。独创汤品“采莲南塘”将甜豆酿入鸡茸做成“莲蓬”，竹荪捆上发菜当作“小莲藕”，营造出荷塘美景。方糕、鹅油蟹壳黄等手工点心也值得一试。
金璟阁,Suzhou,suzhou_1031079,Jiang-Su,中国内地,Selected,优质的,江浙菜,+86 512 6068 3338,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/jin-jing-ge,装潢优雅豪华，落地玻璃面向内园水池，用餐环境舒适。主厨来自上海，曾于杭州知名江浙菜馆任职，经验丰富。他不单以绍兴的特色干菜入馔，也会从《随园食单》中获取灵感，根据季节复刻古法佳肴。菜单涵盖传统江浙菜式，以至改良过的江苏美食。午市供应风味地道的手工点心，值得一试。
鼎膳 · 匠宴,Suzhou,suzhou_1031079,Jiang-Su,中国大陆地区,ONE_STAR,优质的,江苏菜,+86 512 6563 0333,https://guide.michelin.com/en/jiang-su/suzhou_1031079/restaurant/dingshan-jiangyan-xiangcheng,苏式家具、苏派鸟笼置满餐室，凝练传统元素，独立包间亦以各种苏州文化作为设计主题。提供单点、套餐，以及季节菜单，必须提前预约并确定菜式。苏式重青焖肉锅饭是招牌菜之一，灵感来自苏州面条，混合了糯米和五常米，搭配土豆、焖肉、冬笋等，香气十足，加上自制牛腱肉鱼干辣酱，加倍滋味。
1927东园私厨,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Selected,中档,闽菜,+86 137 7993 6375,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/1927-dong-yuan-si-chu,餐厅所在的别墅建于1927年，历史悠久，前拥苏州园林风格的庭院，氛围静谧安然。厨房团队以本地人为主，提供中高端的私房菜，菜式口味地道，并因应时令而改变，部分必须预订。青橄榄炖旺螺腱子肉汤火候足，味道清甜。姜母鸭焖鲍鱼的姜香浓郁而不辣口，鸭肉入口香醇，鲍鱼肉质爽弹。只设包厢，需提前订座。
上青,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,海鲜,+86 592 208 2008,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/xian-xiong-qi,主营闽南风味海鲜菜式，店名在闽南话发音是“最新鲜”的意思。进门便看到联排海鲜池，全靠老板的独家海捕资源，品种多样的海鲜每日到店，建议请点餐员推荐。招牌菜上青腩肝煮采用传统酱油水的方法烹调，皮软肉嫰，鱼肝如豆腐般软滑，鲜味十足，十分下饭。芥味沙虫口感爽弹，是不错的前菜选择。
乌糖沙茶面,Xiamen,xiamen_1031934,Fujian Province,中国内地,Bib Gourmand,负担得起的,面食,+86 592 204 1658,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/wu-tang-sha-cha-mian,开业数十年来只售卖沙茶面，汤底以独家秘方制作，将花生和热砂一同翻炒，保留花生的原汁原味，味道咸鲜微辣，香浓诱人。提供猪杂和小海鲜等二十多种配料，包括肥厚鲜甜的蛏子、多汁饱满的海蛎，还有爽口的猪心猪肚，皆不容错过。小店只开上午，建议尽早前往。
五兰沙茶面,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 153 9204 1523,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/wu-lan-sha-cha-mian,店主五兰贩卖沙茶面已数十载，小店藏身于街巷之中，门前总是挤满前来寻味的食客。店家每日六点开始熬制汤底，沙茶酱则沿用家传配方，花生味浓郁且带淡淡蒜香，甜中透着微辣，醇香而不腻。提供多种料头组合，选择丰富。同时供应福建特色小菜，建议试试现点现做、金黄焦香的海蛎煎。
傣泰,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,滇菜,+86 592 503 2045,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/dai-tai,从餐厅招牌上的傣文店名，不难猜出这里供应云南家庭料理。来自云南的厨房团队，使用当地食材带来正宗口味，当中不乏香辣菜式，不嗜辣的可与店员沟通调整辣度。前菜傣家炸猪皮酥脆而带嚼劲，调味出色。生炒思茅甜笋腊肉充满镬气，甜笋爽脆清甜，与云南腊肉、干椒和蒜片等同炒，咸香微辣，风味别致。不设订座，宜提早到店排队。
兴旺海鲜·荣廷荟 (思明),Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Selected,优质的,海鲜,+86 592 602 6858,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/xing-wang-seafood-rongting-hui-siming,兴旺海鲜于94年成立时为海鲜供应商，其后于2016年开设海鲜酒楼，继而发展成高端海鲜餐厅。这家旗舰店空间宽敞，放置鱼缸养殖各式海鲜，墙面展示着近百种海产标本，让人恍如置身于海洋博物馆。客人先从海鲜区挑选进口或本地海鲜，配合不同烹调方法。此外，也可品尝以本地农产品制作的特色闽菜。
劳松扁食店,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,小吃,+86 592 298 8692,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/lao-song-bian-shi-dian,开业三十多年，很多本地人都是吃他们的扁食汤、花生酱拌面和脱骨肉长大。所有食物均为现点现煮，还可以看到阿姨们在现场包制扁食。扁食可以选择面皮或者燕皮，前者软滑后者爽脆，包裹着弹嫩多汁的猪肉馅，引人垂涎。花生酱拌面也是出色之作，面条柔滑，花生酱与甜辣酱的比例平衡，风味香浓。
勛,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Selected,奢华,创新菜,+86 178 5051 8887,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/kunsho,阿根廷主厨Agustin Balbi将本地风土融合现代欧日料理，季节菜单通过巧妙搭配和精致摆盘，带来视觉和味觉的双重享受。前菜金枪鱼塔塔配白蒜酱、烟熏红椒泡沫和米脆，层次丰富，再以千岛湖十年鱼子酱点缀，增添了咸鲜风味。西班牙汤饭是餐厅招牌菜，也传递主厨对家乡的记忆，微微开花的米粒吸满浓郁汤汁，温润而富层次。
厦,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Selected,优质的,粤菜; 闽菜,+86 592 262 6730,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/xia,年轻主厨出生于江苏，曾在知名的粤菜餐厅工作，菜单融合粤菜、闽菜，提供多样化的选择。冻花生汤在传统基础上加以改良，呈现类似布丁的软滑质地，带有浓郁花生香气，并加入口感有如燕窝的海石花，令人回味。餐厅环境雅致，面向五缘湾景观，黄昏时分可以欣赏到日落美景，气氛浪漫。
同安饭店 (华昌路),Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,闽菜,+86 592 596 6766,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/tong-an-fan-dian-huachang-road,同安是厦门历史文化的源头，餐厅以此命名，寓意着传承和发扬本地传统菜系。老板出生于捕鱼世家，对本地食材渔获有深厚认识。其中鲈鳗煲以砂煲煎焗去骨鳗鱼，释出的油香混合着浓郁酱香，滋味无穷，难怪是镇店之宝。同安封肉结合山海风味，把精五花与海蛎干、板栗、香菇等用纱布包裹炖煮，香浓美味。
吕娘子红烧牛肉面 (湖里),Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 180 3003 3803,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/lu-niang-zi-huli,提供牛肉酱拌面、红烧牛肉面等多款面食，首推招牌菜老坛酸菜牛肉面，吊龙牛肉的熟度刚好，肉质软嫩且带嚼劲，配以牛骨汤和自家腌制酸菜，让人食指大动。喜欢浓味的客人，不妨加入特制泡蒜佐吃。另有卤制食品供应，建议选择包含牛肚、大肠、牛肉、豆干和鸡蛋的拼盘，配搭辣油更添滋味。
善古堂 (厦禾路),Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,闽菜,+86 592 881 8111,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/shan-gu-tang,店主曾经营中医馆，把个中经验应用到这家餐厅，以中草药结合每日膳食，推广药食同源。菜单以药膳汤水为特色，红菇土鸡汤、莲子小肠汤等颇具福建风格，很受本地人欢迎。汤品搭配生烫、卤水和咸饭，而咸饭加了粉糯绵密的芋头，且可免费续加。小店会根据廿四节气推出季节汤品，建议提前预订。
国供饭店,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,闽菜,+86 187 5029 8158,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/guo-gong-fan-dian,自1994年营业至今，藏在不起眼的小巷子里，传递着小馆子的烟火气息和人情味。客人须前往冰柜挑选当天备好的新鲜食材，随后取号入座。封肉为招牌菜之一，选用整块带皮腿肉，吸收了香菇和虾干的风味，肥糯不腻。炒田鸡外层焦香微脆，内里肉质滑嫩，鲜香入味，几乎是每桌必点。饭点经常满座，建议提早到达。
大同烧酒廊,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,闽菜,+86 153 0502 8805,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/da-tong-shao-jiu-lang,这家“烧酒配”餐厅位于老城区，由一对夫妻经营，每天营业至深夜，除了提供熟腌冷盘，还有丰富的热炒菜品，深受本地人和游客喜爱。油淋腰花融合了青花椒的香麻，提升整体风味，底下垫着爽脆的莴笋片，与弹嫩的腰花形成对比，颇有惊喜。白灼章鱼口感鲜嫩，搭配秘制蘸料，十分惹味。
好食来大排档,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,海鲜,+86 592 221 4625,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/hao-shi-lai,于1993年开业，现由第二代经营，店名有“好吃再来”的意思。主打闽菜海鲜，为食客带来地道闽南风味，深受赞誉。砂锅炝伍鱼分量充足，鱼肉不仅鲜嫩细腻，并带丰富油脂，味道鲜美值得一赞。另一受欢迎菜式椒盐鳗苗，鳗鱼苗裹上薄粉后炸至酥脆，配合惹味的椒盐，非常下酒。店员热情招待，令人感到宾至如归。
宴遇 (嘉禾路）,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,ONE_STAR,优质的,闽菜,+86 592 806 6917,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/yanyu-jiahe-road,餐厅为品牌的旗舰店，橱窗里陈列着佛跳墙的名贵食材，装潢雅致。菜单网罗多种福建菜肴和特色小吃。除了招牌菜佛跳墙，也推荐闽南卤面，其泛出虾油的橙黄色汤底用鲜虾熬制，质地浓稠且非常鲜甜。也不妨尝尝手工现包的黑麻糍，芝麻香气浓郁。餐厅会定期推出时令新菜，值得关注。
小埕戏,Xiamen,xiamen_1031934,Fujian Province,中国大陆地区,Bib Gourmand,中档,闽菜,+86 592 565 1899,https://guide.michelin.com/en/fujian-province/xiamen_1031934/restaurant/xiao-cheng-xi,主打闽南菜，由福建人组建的厨师团队，确保风味传统。其中手工芋枣以软绵的芋泥包裹猪肉馅，风味一流；盐焗巴浪鱼采上乘鱼料，简单烹调亦油润咸鲜。餐厅正对鼓浪屿和鹭江，景色一流。客人可在露台品茶吃点心，室内戏台晚间更会上演木偶戏，正好与店名呼应──“埕”代表厝埕院落，是闽南人的聚会场所。
